,comment,rating,class,clean_comment,sentiment,sentiment_predict
2165,"Setelah aku pakai Toner wardah renew you treatment essence yg kemasan 50ml , dari teksturnya itu kental dan wangi, jd kulit wajahpun lebih terasa fresh dan adem bngt. Suk... ",5,3,aku pakai toner wardah renew you treatment essence kemas ml tekstur kental wangi jd kulit wajah lebih asa fresh adem bngt suk,1,1
2166,ok thx gan,5,3,thx gan,1,1
2167,"beli 2 yg 1 dikasih lipstick yg uda mau patah, pas dicoba patah tuh lipstick!!! kecewa deh!!! warna lipstick juga gak sesuai dgn foto.. difoto warnanya keliatan soft, pas... ",1,3,beli kasih lipstick uda mau patah pas coba patah tuh lipstick kecewa deh warna lipstick gak sesuai dgn foto foto warna liat soft pas,0,0
2168,"maa sya allah kak, benar² melembabkan wajahku",5,3,maa sya allah kak benar melembabkan wajah,1,1
2169,"pelayannya ok, pengirimannya cepat bgt. barangnya sesuai.",5,3,layan kirim cepat bgt barang sesuai,1,1
2170,thx seller... slalu respon cepat setiap ditanya,5,3,thx seller slalu respon cepat tanya,1,1
2171,packing aman...produk diterima dalam keadaan ok...,5,3,packing amanproduk terima ada,1,1
2172,"kecepatan pengiriman sesuai estimasi,
seller nya ramah,
barang sesuai pesanan,
sayang nya tidak dapat bonusnya..
👍👍👍👍👍",5,3,cepat kirim sesuai estimasi seller nya ramah barang sesuai pesan sayang nya dapat bonus,1,1
2173,"g pernah mengecewakan tiap membeli disini,semakin kesini packaging semakin ok dan pengiriman selalu cepet sekali sukses yaa👍👍👍",5,3,g pernah kecewa tiap beli disinisemakin kesini packaging makin dan kirim selalu cepet sekali sukses yaa,1,1
2174,pengiriman yang sangat lama melebihi batas estimasi waktu dan box datang dalam keadaan terbuka,1,3,kirim sangat lama lebih batas estimasi waktu box datang ada buka,0,0
2175,"wanginya kalem, tapi kurang tahan lama",5,3,wangi kalem kurang tahan lama,1,1
2176,warna ok..hanya pengiriman lama 6hr.,4,3,warna okhanya kirim lama hr,1,0
2177,"seller ramah n informarif, maskara nya water based jadi kena air luntur, aman dipake shalat. makasih seller",5,3,seller ramah n informarif maskara nya water based jadi kena air luntur aman dipake shalat makasih seller,1,1
2178,"produk ori, pengiriman cpt, seller ramah.. trima kasih Ka 😍",5,3,produk ori kirim cpt seller ramah trima kasih ka,1,1
2179,"kotaknya datang dlm keadaan basah, mungkin basah saat pengiriman",3,3,kotak datang dlm ada basah mungkin basah kirim,0,0
2180,"pengiriman sangat sangat lamaaaaaaa, 10 harian udah itu kardus rusak parah, walaupun isinya aman, jasa pengirimannya parah banget",3,3,kirim sangat sangat lama hari udah kardus rusak parah walaupun isi aman jasa kirim parah banget,0,0
2181,pengiriman sangat sangat lamaa 10 hari,3,3,kirim sangat sangat lamaa hari,0,0
2182,"barang sudah diterima dg baik, kemasan kuat, ini merk yg kusuka",5,3,barang terima dg baik kemas kuat merk suka,1,1
2183,Lipstick sesuai foto dan deskripsi 👍 Respon dan pengiriman juga cepat.,5,3,lipstick sesuai foto deskripsi respon kirim cepat,1,1
2184,nungguin barang ready lama banget. untung aja masih kebagian.,5,3,nungguin barang ready lama banget untung aja bagi,1,0
2185,cepat sesuai,5,3,cepat sesuai,1,1
2186,"barang sesuai pesanan, proses pengiriman cepat",5,3,barang sesuai pesan proses kirim cepat,1,1
2187,Selalu cocok pakai wardah yang acnederm. Proses pesanan juga cepat.,5,3,selalu cocok pakai wardah acnederm proses pesan cepat,1,1
2188,"makasih Wardah..
pengiriman cepet ..mantapp",5,3,makasih wardah kirim cepet mantapp,1,1
2189,"lengkkap, dan slalu dapat bonus😍😍",5,3,lengkkap slalu bonus,1,1
2190,selalu puas dengan pelayannya,5,3,selalu puas layan,1,1
2191,membuat kulit terasa sedikit lebih halus.,4,3,buat kulit asa sedikit lebih halus,1,1
2192,akhirnya peaanan yg ditunggu2 datang juga. senangnya,5,3,akhir peaanan tunggu datang senang,1,1
2193,tekstur nya beuh enak bgt buat pemula kayak saya langsung cocok mantap lah pokoknya,5,3,tekstur nya beuh enak bgt buat mula kayak langsung cocok mantap lah pokok,1,1
2194,packing rapih n pngiriman cepat.... kurir nya langganan bnget...,5,3,packing rapih n pngiriman cepat kurir nya langgan bnget,1,1
2195,Awet banget,5,3,awet banget,1,1
2196,alhamdulillah beli booster essence dpt bonus,5,3,alhamdulillah beli booster essence dpt bonus,1,1
2197,mantep bestie,5,3,mantep bestie,1,1
2198,ada didalam ini... amannn,5,3,dalam aman,1,1
2199,"Barang bagus , cepat sampai",5,3,barang bagus cepat,1,1
2200,iniii punnn cantiik sangatt,5,3,pun cantiik sangatt,1,1
2201,ini bagus banget....pengiriman cepat,5,3,bagus bangetpengiriman cepat,1,1
2202,thanks barang sesuai,5,3,thanks barang sesuai,1,1
2203,"kualitas nya bagus cma agak syang, butuh sedikit usaha buat dia mau nge sheat ke bibir, overall produknya bagus bgt bkin pinggiran bibir jdi kliatan bersih, worth it to b... ",4,3,kualitas nya bagus cma syang butuh sedikit usaha buat mau nge sheat bibir overall produk bagus bgt bkin pinggir bibir jdi kliatan bersih worth it to b,1,1
2204,"Baru x ini order barang kelewatan dari tgl estimasi sampainya, dilacak juga gak jelas…seminggu gak ada pergerakan, ntah apa mslhmya…hadeuhhhh…krn lg sangat butuh tp gak s... ",3,3,baru x order barang lewat tgl estimasi sampai lacak gak jelasseminggu gak gera ntah apa mslhmyahadeuhkrn lg sangat butuh tp gak s,0,0
2205,"Barang sampai dengan selamat, lebih cepat dari estimasi tiba",5,3,barang dengan selamat lebih cepat estimasi tiba,1,1
2206,"wanginya enak, lembut",4,3,wangi enak lembut,1,1
2207,ori sip dech,5,3,ori sip dech,1,1
2208,Cocok buat kulit cerah,5,3,cocok buat kulit cerah,1,1
2209,"Tidak bisa kering, langsung hilang",3,3,bisa kering langsung hilang,0,0
2210,"di buka patah penyok, sebel",2,3,buka patah penyok sebel,0,0
2211,"Warna jauuh lebih tua dari tampilan dlm foto di deskripsi. Pengiriman cepat, packing rapi.",3,3,warna jauuh lebih tua tampil dlm foto deskripsi kirim cepat packing rapi,0,1
2212,"pengiriman cepat, packing aman terkendali",5,3,kirim cepat packing aman kendali,1,1
2213,"pengiriman cepat, harga terjangkau, ditambah lagi dapet diskonnn.. seneng bangett",5,3,kirim cepat harga jangkau tambah dapet diskon neng bangett,1,1
2214,alhamdulillah terimakasih selalu hadir memberikan solusi cantik dengan dibuat paket seperti ini..,5,3,alhamdulillah terimakasih selalu hadir beri solusi cantik buat paket ini,1,1
2215,order tgl 12 Sept dgn tempat pemesanan jakarta. kemudian iseng cek ternyta dikirim dari cabang semarang. kirim dm ke admin dan admin jamin barang akan segera sampai. hing... ,2,3,order tgl sept dgn tempat mesan jakarta kemudian iseng cek ternyta kirim cabang semarang kirim dm admin admin jamin barang segera hing,0,0
2216,"Produk diterima dalam keadaan bagus dan sesuai.Tq Toko, Tokopedia & Jasa Kurir.Salam Sukses.",5,3,produk terima ada bagus sesuaitq toko tokopedia jasa kurirsalam sukses,1,1
2217,"pesanan lengkap,packing rapi,kiriman cepat maaf foto cuma ada 2 item tapi semua lengkap",5,3,pesan lengkappacking rapikiriman cepat maaf foto cuma item semua lengkap,1,1
2218,ujung lipstick patah,3,3,ujung lipstick patah,0,0
2219,"agak kecewa siih, baru kali ini beli di official wardah dapatnya produk mengecewakan, lipstik sdh patah tp ttp di kirim, untung harganya murah",2,3,kecewa siih baru kali beli official wardah dapat produk kecewa lipstik sdh patah tp ttp kirim untung harga murah,0,0
2220,"brg smpe dg selamat,packing pakai dus mski agak penyok mngkin dr ekspedisi nya,seller responsif..thank's seller,kurir & tokopedia.",5,3,brg smpe dg selamatpacking pakai dus mski penyok mngkin dr ekspedisi nyaseller responsifthanks sellerkurir tokopedia,1,1
2221,dapet free totebag nya bagus bgt dong .. dapet free produk yg rose juga 🥰🥰🥰,5,3,dapet free totebag nya bagus bgt dong dapet free produk rose,1,1
2222,"Brg sesuai pesanan, kualitas sesuai deskripsi cm sayangnya pengirimannya lama (lebih dr seminggu)",3,3,brg sesuai pesan kualitas sesuai deskripsi cm sayang kirim lama lebih dr minggu,0,0
2223,"kurang ok, official store to layanan packagingnya gak proper, kayak dari dus bekas. jelek bgt",1,3,kurang official store to layan packagingnya gak proper kayak dus bekas jelek bgt,0,0
2224,packaging jelek banget... baru kali ini beli online di official store tp package jelek,1,3,packaging jelek banget baru kali beli online official store tp package jelek,0,0
2225,"packaging jelek, produk kecantikan tp packagingnya gak proper",1,3,packaging jelek produk cantik tp packagingnya gak proper,0,0
2226,barangnya memang sangat bagus dan datang dengan kondisi baik dan pengirimannya cepat,5,3,barang memang sangat bagus datang kondisi baik kirim cepat,1,1
2227,"Ekspedisinya lama (sampai di hari ke-4), biasanya terCepat itu.
Tokped tolong review lagi kerjasamanya.",5,3,ekspedisi lama di hari biasa cepat tokped review kerjasamanya,1,1
2228,Produk nempel bagus..kena keringat tetap oke,5,3,produk nempel baguskena keringat tetap oke,1,0
2229,"bagus banget, trs dapat free tas👍",5,3,bagus banget trs free tas,1,1
2230,"ternyata dikasih wardah yg kemasan baru....dan aromanya juga baru. aroma terlalu strong wanginya... kayak sabun mandi harmony jadinya. Menurutku, enakan versi sebelumnya.",3,3,nyata kasih wardah kemas barudan aroma baru aroma terlalu strong wangi kayak sabun mandi harmony jadi turut enak versi belum,0,0
2231,belum dicoba bismillah cocok untuk membersihkan flek di wajah,5,3,coba bismillah cocok bersih flek wajah,1,1
2232,barang ok dan respon admin ok,4,3,barang dan respon admin,1,0
2233,"seller fast respon, pengiriman cepat",5,3,seller fast respon kirim cepat,1,1
2234,"Barangnya bagus original tp pelayanan tokonya kurang memuaskan, perbaiki kualitas pelayanan. maaf bintang 3 aja",3,3,barang bagus original tp layan toko kurang muas baik kualitas layan maaf bintang aja,0,0
2235,"Keren, sdh coba stik, yg tube tidak kalah keren.
Tambahan, dapat bonus white secret exfoliating scrub. Terimakasih seller yg royal.",5,3,keren sdh coba stik tube kalah keren tambah bonus white secret exfoliating scrub terimakasih seller royal,1,1
2236,Sudah bbrp kali beli. Kulit lebih cerah. Flek hitam hilang. Bagus deh,5,3,bbrp kali beli kulit lebih cerah flek hitam hilang bagus deh,1,0
2237,Barang di terima sesuai estimasi,5,3,barang terima sesuai estimasi,1,1
2238,"baguss, udh mau abisss dari tgl 17 jul smpe skrg tgl 17 sept",5,3,baguss udh mau abis tgl jul smpe skrg tgl sept,1,0
2239,"barang bagus 

packing juga rapih 

rekomended",5,3,barang bagus packing rapih rekomended,1,1
2240,Paket sudah sampai...Terima Kasih kk...,5,3,paket sampaiterima kasih kk,1,1
2241,"Keren banget wardah.. Launching produk untuk pertama kalinya , toner yang sekaligus ada essence nya. Tektsurnya toner yang  waterbased jadi cepet banget nyerepnya digabun... ",5,3,keren banget wardah launching produk pertama kali toner sekaligus essence nya tektsurnya toner waterbased jadi cepet banget nyerepnya digabun,1,1
2242,"belum diputar tapi pas dibuka tutupnya, keadaan lipstiknya udah patah ujungnya, main komplen pasti dibilangnya harus video unboxing.. hadehhh, kirim kok gak diperiksa dul... ",2,3,putar pas buka tutup ada lipstik udah patah ujung main komplen bilang video unboxing hadeh kirim kok gak periksa dul,0,0
2243,"So far bedak tabur terbaik buat saya di kulit kombinasi oily & acne prone skin, ada coveragenya, ringan, cukup lama nahan minyak diwajah saya terutama di area T zone... ",5,3,so far bedak tabur baik buat kulit kombinasi oily acne prone skin coveragenya ringan cukup lama nahan minyak wajah utama di area t zone,1,1
2244,tengkyu! sampe dengan aman dan cepat sampe jg. sunscreen kesukaan gue ini ga whitecast di gue yg oily cocok bgt yah. udah repurchase skrg berarti botol ketigaaa hahaha ma... ,5,3,tengkyu sampe aman cepat sampe jg sunscreen suka gue ga whitecast gue oily cocok bgt yah udah repurchase skrg arti botol tiga hahaha ma,1,1
2245,"paket sudah sampai, makasih toko pedia, makasih reseller, makasih buat kurir'a....",5,3,paket sampai makasih toko dia makasih reseller makasih buat kurira,1,1
2246,"Packing rapi, produk ori n bagus, expd lambat banget.. seminggu baru nyampe",5,3,packing rapi produk ori n bagus expd lambat banget minggu baru nyampe,1,1
2247,udah sampai bos,5,3,udah bos,1,0
2248,"packing nya rapi banged kk,, dan sy puas...
brg nya juga ori..",5,3,packing nya rapi banged kk sy puas brg nya ori,1,1
2249,rekomemded pokoknya,5,3,rekomemded pokok,1,1
2250,"sesuai dgn pesanan,mantap",5,3,sesuai dgn pesananmantap,1,1
2251,"suka banget, cocok bgt buat aku yg kulitnya sensitive",5,3,suka banget cocok bgt buat aku kulit sensitive,1,1
2252,"lipsticknya potek atasnya.
tapi tak apalah, lain kali mohon diperiksa kembali ya",3,3,lipsticknya potek atas tak apa kali mohon periksa ya,0,0
2253,"cocok pakai ini, alhamdulillah dpt flash sale 8rb. makasih",5,3,cocok pakai alhamdulillah dpt flash sale rb makasih,1,1
2254,"packingnya rapii, barangnya bagus :))",5,3,packingnya rapi barang bagus,1,1
2255,"barang oke, datang nya terlambat 2 hari dr estimasi",5,3,barang oke datang nya lambat hari dr estimasi,1,1
2256,"barang sudah sampai , packingan sangat luar biasa rapi dan aman ...",5,3,barang sampai packingan sangat luar biasa rapi aman,1,1
2257,"seneng banget belanja di sini, produk dikemas dengan aman ,top global deh❤️, bonus nya Mantap banget",5,3,neng banget belanja sini produk kemas aman top global deh bonus nya mantap banget,1,1
2258,Pelembab yg oke punya buat muka sensitif dan gampang jerawatan,5,3,pelembab oke punya buat muka sensitif gampang jerawat,1,1
2259,"Pembelian kesekian kali, baik beli di mall atau online, pake paket acnederm wardah bikin jerawat ga pernah balik",5,3,beli sekian kali baik beli mall online pake paket acnederm wardah bikin jerawat ga pernah balik,1,0
2260,"sebenarnya barang ok, cuma di pengiriman itu lama sekali  ..... 
tolong pihak toko dan juga Toko Pedia barang pengiriman itu jangan terlalu lama bikin pelanggan kecewa na... ",3,3,benar barang cuma kirim lama sekali pihak toko juga toko dia barang kirim jangan terlalu lama bikin langgan kecewa na,0,0
2261,suka banget lipstiknya ringan warnanya jg cantik pingin koleksi warna lainnya,5,3,suka banget lipstik ringan warna jg cantik pingin koleksi warna lain,1,1
2262,"pengiriman cepat  dikemas rapih padahal cuma beli 1 item aj, tapi keren, makasih kak",5,3,kirim cepat kemas rapih padahal cuma beli item aj keren makasih kak,1,1
2263,"Pengiriman lama, produk bgs, hny wrn agak kemudaan di bibirku yg gelap, packing rapi/aman, tq",5,3,kirim lama produk bgs hny wrn muda bibir gelap packing rapiaman tq,1,0
2264,"bagus bgt, dipadu dg lip serum wardah jd awettt, hrga murah bgt..",5,3,bagus bgt padu dg lip serum wardah jd awet hrga murah bgt,1,1
2265,"Maaf, baru ngasih ulasan setelah beberapa pakai produknya.
Lumayan bersih, walau tanpa foam.
Terima kasih seller dan Toped.",5,3,maaf baru ngasih ulas beberapa pakai produk lumayan bersih tanpa foam terima kasih seller toped,1,1
2266,pas sesuai cuman lama nyampainya,5,3,pas sesuai cuman lama nyampainya,1,0
2267,"barang sampai dengan selamat, pengiriman cepat, tekstur serumnya gel, gk lengket, dan cepet meresap ke kulit",5,3,barang dengan selamat kirim cepat tekstur serum gel gk lengket cepet resap kulit,1,1
2268,barang sesuai pesanan. bagus. barang original. pengirimannya cepat. seller ramah.,5,3,barang sesuai pesan bagus barang original kirim cepat seller ramah,1,1
2269,"belakangan ini akuu lagi capee bgt sama kerjaan dan kegiatan di kuliah aku sampe ga sadar kalo wajah aku tenyata kusam, kering dan ga fresh lagi. Langsung deh aku scroll... ",5,3,belakang akuu capee bgt sama kerja giat kuliah aku sampe ga sadar kalo wajah aku tenyata kusam kering ga fresh langsung deh aku scroll,1,1
2270,"thanks wardah official, respon cepat, produk wardah 👍, thanks mas kurir.",5,3,thanks wardah official respon cepat produk wardah thanks mas kurir,1,1
2271,datengnya cepett banget thx u,5,3,datengnya cepett banget thx u,1,1
2272,Coverage-nya full Puff-nya mudah dipakai,5,3,coveragenya full puffnya mudah pakai,1,1
2273,"enak dipake dan ngebersihin nya bersih banget, makasi kak",5,3,enak dipake ngebersihin nya bersih banget makas kak,1,1
2274,"barangnya sesuai pastinya,packing aman banget",5,3,barang sesuai pastinyapacking aman banget,1,1
2275,"bagus, sudah langganan, terima kasih seller dan toped",5,3,bagus langgan terima kasih seller toped,1,1
2276,barang original seller fast respon manta,5,3,barang original seller fast respon manta,1,1
2277,"Pertama kali nyobain Wardah Renew You Eye Cream, coba nyari eyecream yg bisa mudarin mata pandaku. Suka banget sama eyecreamnya wardah, baru pake 3 hari udah keliatan ban... ",5,3,pertama kali nyobain wardah renew you eye cream coba nyari eyecream bisa mudarin mata pandaku suka banget sama eyecreamnya wardah baru pake hari udah liat ban,1,1
2278,barang sesuai pesanan dan cocok untuk kulitku,5,3,barang sesuai pesan cocok kulit,1,1
2279,Menyegarkan sekaligus pemutih,5,3,segar sekaligus mutih,1,1
2280,"Kualitas bagus, cocok di aplikasikan di wajah yg berminyak, packanging aman. Thx",5,3,kualitas bagus cocok aplikasi wajah minyak packanging aman thx,1,1
2281,"pesanan mendarat dengan aman,.lengkap,.smoga cocok di muka,. terimakasih wardah",5,3,pesan darat amanlengkapsmoga cocok muka terimakasih wardah,1,1
2282,barang datang dengan selamat. warna bagus ihiiir. warna nude nya di kulitku yang sawo matang bisa bersanding dengan damai. tidak neon. dan juga tidak pucat. transfer diki... ,5,3,barang datang selamat warna bagus ihir warna nude nya kulit sawo matang sanding damai neon juga pucat transfer dik,1,1
2283,"ini ga cocok ma kulitq, coz mengandung spf lbh dr 30, ntah kenapa spf nya wardah kdang bikin kulit muka q merah meskipun dipakenya indoor..",3,3,ga cocok ma kulitq coz kandung spf lbh dr ntah spf nya wardah kdang bikin kulit muka q merah meski dipakenya indoor,0,0
2284,pengiriman cepat. cream nya enak ngga lengket. kulit cerah,5,3,kirim cepat cream nya enak ngga lengket kulit cerah,1,1
